Time,Itr,train-AverageReturn,train-MinReturn,LossAfter,train-MaxReturn,ItrTime,train-StdReturn,LossBefore,train-AverageDiscountedReturn,n_timesteps,train-PolicyExecTime,Time-Optimization,Time-SampleProc,train-NumTrajs,Time-Sampling,train-EnvExecTime
1280.418304681778,68,223.10452658408755,218.75103926956223,-0.24805762,227.84507898533366,18.089094638824463,1.8419492163991977,6.1035155e-09,124.93575797340462,690000,14.478495121002197,0.26199936866760254,0.02699899673461914,100,17.80009627342224,3.0459513664245605
1298.645718574524,69,219.83084558217953,176.6838777923337,-0.07504507,230.29013881525364,18.21341562271118,9.044084204555961,6.1035155e-09,124.00026780713213,700000,14.571593761444092,0.27100110054016113,0.026998281478881836,100,17.91541624069214,3.0572309494018555
1316.5180234909058,70,175.65947927312703,127.19976658653641,-0.2126219,224.40230886714824,17.858307361602783,23.44670754525282,-0.0017802032,104.91547249334559,710000,14.297050714492798,0.2605154514312744,0.01800084114074707,100,17.57879137992859,3.0134260654449463
1334.326135635376,71,212.19828658831963,133.33641475530536,-0.24898182,228.87907027673907,17.794111013412476,21.848727882220054,-6.1035155e-09,120.21981758266018,720000,14.216464757919312,0.25699925422668457,0.01999950408935547,100,17.51611304283142,3.0041072368621826
1352.1455373764038,72,201.790274947282,190.53902631885742,-0.83319783,218.41395448378643,17.805402040481567,7.091373997284639,1.1134148e-08,115.36721411301173,730000,14.249740600585938,0.2900354862213135,0.023968219757080078,100,17.491398334503174,2.9906904697418213
1370.0445144176483,73,188.23898689353533,182.87414572842314,-0.14023447,194.22655511342955,17.8859760761261,1.9137938474494398,-3.0517577e-09,109.06751149936008,740000,14.302006483078003,0.25951313972473145,0.025967836380004883,100,17.600495100021362,3.0364890098571777
1387.8852980136871,74,177.95867900160158,141.0665267258964,-0.05718675,188.90990659144035,17.82778286933899,6.874639631618313,1.2207031e-08,104.47085439356417,750000,14.294936418533325,0.2550010681152344,0.023997068405151367,100,17.548784732818604,2.984419584274292
1405.8418765068054,75,133.43316148763913,31.356796136218207,-0.091843784,189.44648964033047,17.942578554153442,58.173937381221705,-1.8310548e-08,81.9051768812854,760000,14.389984846115112,0.2720372676849365,0.025995969772338867,100,17.643544912338257,2.9794416427612305
1423.8559715747833,76,168.1195857749647,155.4549875495163,-0.14758682,176.37607326073285,18.000094413757324,4.4275522349995295,6.1035155e-09,101.66172096648057,770000,14.346419334411621,0.2529945373535156,0.021095991134643555,100,17.723003149032593,3.113394021987915
1441.873629808426,77,184.48253700495064,176.7612168225464,-0.033272084,200.27303348885619,18.00465679168701,3.806605133618006,-2.4414062e-08,107.34963617773023,780000,14.36657190322876,0.2669987678527832,0.024000167846679688,100,17.71365785598755,3.0833358764648438
1459.7133536338806,78,211.50783717944782,174.5894443001528,-0.03696548,221.83788096790397,17.826722860336304,8.32376481245538,1.2207031e-08,117.58308652428681,790000,14.269378662109375,0.25600242614746094,0.02399730682373047,100,17.546723127365112,3.0079119205474854
