train-MinReturn,n_timesteps,train-PolicyExecTime,train-AverageReturn,ItrTime,train-StdReturn,train-EnvExecTime,Time-Optimization,Time,train-NumTrajs,train-MaxReturn,LossAfter,Time-SampleProc,Itr,LossBefore,Time-Sampling,train-AverageDiscountedReturn
59.888138157761304,2030000,13.668495893478394,160.45588132331903,16.67199397087097,31.63972848278024,2.45615291595459,0.2599976062774658,3398.177453517914,100,238.31093580157875,-0.010757822,0.023028850555419922,202,6.1035155e-09,16.387995719909668,91.38077510387068
64.91798314144094,2040000,13.76042890548706,164.4340091454139,16.881994009017944,33.51685377285415,2.546558380126953,0.2590012550354004,3415.072446346283,100,231.5396400872442,-0.012111042,0.02799677848815918,203,-1.8310548e-08,16.59199595451355,93.95825562726606
96.1756124094438,2050000,13.697683334350586,165.86325303558854,16.677994966506958,28.9247394500288,2.4226112365722656,0.2570006847381592,3431.7634398937225,100,237.3496315826627,-0.011221106,0.019997358322143555,204,0.018305108,16.398037433624268,94.7748207991831
43.02761568654943,2060000,13.756449460983276,162.3377855577349,16.786994457244873,35.10055264499184,2.4869258403778076,0.2709989547729492,3448.5634348392487,100,238.9377062943899,-0.008023236,0.028000831604003906,205,-3.0517577e-09,16.48799467086792,92.42818909535212
42.03932798175326,2070000,13.682318449020386,164.6171549898328,16.76599359512329,35.040018208894615,2.5263760089874268,0.2759974002838135,3465.3424260616302,100,221.4121644676507,-0.011932773,0.022999286651611328,206,1.8310548e-08,16.46599555015564,94.1935829783488
57.17403735335948,2080000,13.977843046188354,161.5791231487504,17.092134952545166,28.38588567637988,2.537335157394409,0.2639951705932617,3482.4475615024567,100,229.6049696202022,-0.013667462,0.027959346771240234,207,-9.155274e-09,16.798177003860474,92.7054575876477
90.2227494891879,2090000,13.656819105148315,163.83687994359454,16.72999382019043,30.396190135710878,2.51247239112854,0.25800061225891113,3499.1905539035797,100,251.93313589397803,-0.010499008,0.030999422073364258,208,-9.155274e-09,16.439992666244507,93.88465536359087
94.25002738149648,2100000,13.869565725326538,166.96537115884405,17.016993522644043,30.607520708861838,2.593928098678589,0.25696825981140137,3516.221547603607,100,243.14318242725253,-0.008050336,0.021030664443969727,209,-1.2207031e-08,16.738994598388672,95.29776343966888
41.91646575018461,2110000,13.652321100234985,160.40733528450016,16.671993494033813,36.738117278800935,2.473841905593872,0.26600146293640137,3532.907541036606,100,221.9433644802083,-0.013629297,0.020998001098632812,210,-1.2207031e-08,16.38499402999878,92.08103202658407
62.955496877773136,2120000,14.11267614364624,158.42432524368374,17.17119860649109,32.806582310516674,2.5165743827819824,0.2569999694824219,3550.091737985611,100,240.738538260527,-0.012525852,0.02599811553955078,211,1.4305114e-08,16.888200521469116,90.79758392427658
69.17158440727674,2130000,14.016920566558838,159.78586764646892,17.030993938446045,37.533523326890815,2.424950122833252,0.2559988498687744,3567.135730981827,100,258.32242531348464,-0.011112573,0.022966861724853516,212,1.0681152e-08,16.752028226852417,90.59439229124568
