n_timesteps,train-StdReturn,ItrTime,train-AverageDiscountedReturn,train-MinReturn,LossBefore,LossAfter,train-NumTrajs,train-MaxReturn,Time-SampleProc,Time-Sampling,Itr,train-AverageReturn,train-PolicyExecTime,Time,Time-Optimization,train-EnvExecTime
1200000,41.231809386321025,17.08128046989441,-1.743403992381072,-148.6962837358937,-1.0061264e-08,-0.030498523,100,79.68239108247144,0.03097224235534668,16.79230833053589,119,-3.967588880393967,14.0473051071167,2078.9598803520203,0.2569997310638428,2.4894137382507324
1210000,40.03415087137887,16.567944288253784,1.8521438967796862,-89.25425669939705,3.0517577e-09,-0.045942277,100,81.17391935499005,0.02896857261657715,16.279977798461914,120,0.93434650615329,13.656577587127686,2095.540824651718,0.25899791717529297,2.36230206489563
1220000,44.0674358982895,16.56194543838501,-1.6489643621752466,-148.00628574396382,-2.2888185e-09,-0.032492995,100,91.62520212502875,0.028998613357543945,16.27894616127014,121,-4.14036437333268,13.534038305282593,2112.116768836975,0.2540006637573242,2.478882312774658
1230000,44.69198397553305,17.292439937591553,6.34594616124355,-136.45912350142186,2.4414062e-08,-0.04166775,100,192.7428930317536,0.0290069580078125,17.009433269500732,122,6.59254755644134,14.1187264919281,2129.4222073554993,0.25299954414367676,2.6302406787872314
1240000,50.95914274485119,16.973943948745728,6.609957736326593,-96.53089580463396,1.2207031e-08,-0.054826904,100,202.583275611975,0.026968717575073242,16.693974256515503,123,8.83249615234101,13.847905397415161,2146.4091498851776,0.2519998550415039,2.593134641647339
1250000,54.0628536670657,17.222941160202026,9.824788389490836,-126.00617954788417,3.6621095e-08,-0.04712931,100,182.07274591132858,0.02096700668334961,16.934975147247314,124,12.399132722201777,14.113524913787842,2163.6460909843445,0.2669990062713623,2.5721728801727295
1260000,53.222331093407384,17.031614780426025,14.558897733668694,-104.93198875642278,8.392334e-09,-0.04909084,100,183.13452919941824,0.030000686645507812,16.74561619758606,125,20.502085954776426,13.872015714645386,2180.6907052993774,0.25499725341796875,2.5792601108551025
1270000,57.2909854961701,17.08054804801941,11.718220466580664,-160.49343183367642,1.8310548e-08,-0.044808507,100,166.01410142902603,0.030967235565185547,16.792580604553223,126,14.766703590544855,13.969431400299072,2197.7842524051666,0.2560005187988281,2.5647695064544678
1280000,56.04442740020501,16.870941877365112,14.907370263437615,-97.95182150129607,6.1035155e-09,-0.03227617,100,143.18908912342764,0.026000499725341797,16.591943740844727,127,21.226490113470604,13.83833932876587,2214.672194480896,0.25299763679504395,2.5054078102111816
1290000,56.551896339554915,16.565943717956543,16.289459515580074,-126.08356543426191,3.0517577e-09,-0.026710449,100,157.5800078744719,0.024967432022094727,16.285977840423584,128,24.102323875915673,13.487872123718262,2231.2511389255524,0.2539985179901123,2.553659439086914
