Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
355	21961.466315984726	1000	357000	-14.555425443124365	-134.82995493560193	357	357000
356	22021.802316188812	1000	358000	-14.555425443124365	-363.57231621365366	358	358000
357	22082.11164665222	1000	359000	-14.555425443124365	-192.38381504836212	359	359000
358	22142.487421512604	1000	360000	-14.555425443124365	-207.10688726319722	360	360000
359	22202.68918275833	1000	361000	-14.555425443124365	-79.4927981963219	361	361000
360	22262.913422822952	1000	362000	-14.555425443124365	-105.10074569680417	362	362000
361	22323.265927553177	1000	363000	-14.555425443124365	-146.18812627277322	363	363000
362	22383.47905898094	1000	364000	-14.555425443124365	-162.40184289716095	364	364000
363	22443.79656791687	1000	365000	-14.555425443124365	-155.95743007133095	365	365000
364	22504.09977221489	1000	366000	-14.555425443124365	-124.91290763809022	366	366000
365	22564.370862722397	1000	367000	-14.555425443124365	-196.91781776495503	367	367000
366	22624.732736349106	1000	368000	-14.555425443124365	-220.9391090775081	368	368000
367	22685.094546318054	1000	369000	-14.555425443124365	-161.05733066895178	369	369000
368	22745.48979616165	1000	370000	-14.555425443124365	-146.03152873726515	370	370000
369	22805.8056306839	1000	371000	-14.555425443124365	-123.50845765038432	371	371000
370	22866.116259098053	1000	372000	-14.555425443124365	-231.53831776147908	372	372000
371	22926.559915304184	1000	373000	-14.555425443124365	-94.32077385047819	373	373000
372	22986.881712436676	1000	374000	-14.555425443124365	-122.44554831366638	374	374000
373	23047.27765083313	1000	375000	-14.555425443124365	-209.99995995689676	375	375000
374	23107.578991651535	1000	376000	-14.555425443124365	-105.35623597079746	376	376000
375	23167.825770139694	1000	377000	-14.555425443124365	-158.86476270698617	377	377000
376	23228.109456062317	1000	378000	-14.555425443124365	-133.91865374085364	378	378000
377	23288.35977768898	1000	379000	-14.555425443124365	-150.1981711323407	379	379000
378	23348.632822752	1000	380000	-14.555425443124365	-162.95175116927794	380	380000
379	23408.968318223953	1000	381000	-14.555425443124365	-73.67756826437966	381	381000
380	23469.25808930397	1000	382000	-14.555425443124365	-152.85892004564337	382	382000
381	23529.567584991455	1000	383000	-14.555425443124365	-331.6200175418603	383	383000
382	23589.916958093643	1000	384000	-14.555425443124365	-238.48488383104777	384	384000
383	23650.213507413864	1000	385000	-14.555425443124365	-196.38622692098042	385	385000
384	23710.5875415802	1000	386000	-14.555425443124365	-256.64083236844607	386	386000
385	23770.89988064766	1000	387000	-14.555425443124365	-151.432366766378	387	387000
386	23831.202760219574	1000	388000	-14.555425443124365	-153.73482306278308	388	388000
387	23891.61627149582	1000	389000	-14.555425443124365	-179.23316670784178	389	389000
388	23952.029675483704	1000	390000	-14.555425443124365	-286.53375089416727	390	390000
389	24012.426303863525	1000	391000	-14.555425443124365	-161.14977791375205	391	391000
390	24072.68836236	1000	392000	-14.555425443124365	-148.45918744037434	392	392000
391	24133.00989484787	1000	393000	-14.555425443124365	-286.214259657291	393	393000
392	24193.312686920166	1000	394000	-14.555425443124365	-268.7454712451493	394	394000
393	24253.614401340485	1000	395000	-14.555425443124365	-204.15444387176518	395	395000
394	24313.946862220764	1000	396000	-14.555425443124365	-275.55398991029574	396	396000
395	24374.294314861298	1000	397000	-14.555425443124365	-92.14864545859355	397	397000
396	24434.639004945755	1000	398000	-14.555425443124365	-315.58894119630395	398	398000
397	24494.958850860596	1000	399000	-14.555425443124365	-104.20148219523679	399	399000
398	24555.377516508102	1000	400000	-14.555425443124365	-193.8868393860811	400	400000
399	24615.599861860275	1000	401000	-14.555425443124365	-165.18114440866805	401	401000
400	24675.851997852325	1000	402000	-14.555425443124365	-262.4979224529263	402	402000
401	24736.32618021965	1000	403000	-14.555425443124365	-159.92716591684115	403	403000
402	24796.666853666306	1000	404000	-14.555425443124365	-100.0945773003132	404	404000
403	24857.013875484467	1000	405000	-14.555425443124365	-137.51212565138889	405	405000
404	24917.38459610939	1000	406000	-14.555425443124365	-41.428130837055434	406	406000
405	24977.729629039764	1000	407000	-14.555425443124365	-126.37160217195927	407	407000
406	25038.149397850037	1000	408000	-14.555425443124365	-236.76770892431492	408	408000
407	25098.441655635834	1000	409000	-14.555425443124365	-286.6022330053271	409	409000
408	25158.715130090714	1000	410000	-14.555425443124365	-136.73302540458724	410	410000
409	25219.01780986786	1000	411000	-14.555425443124365	-86.5810786569425	411	411000
410	25279.33247923851	1000	412000	-14.555425443124365	-131.82752011804422	412	412000
411	25339.645339250565	1000	413000	-14.555425443124365	-159.71934383932432	413	413000
412	25399.995005369186	1000	414000	-14.555425443124365	-239.19648513766694	414	414000
413	25460.327303647995	1000	415000	-14.555425443124365	-125.04296590234286	415	415000
414	25520.59876203537	1000	416000	-14.555425443124365	-194.81287331647442	416	416000
415	25580.87965798378	1000	417000	-14.555425443124365	-189.75415740315432	417	417000
416	25641.185694932938	1000	418000	-14.555425443124365	-178.7335598138051	418	418000
417	25701.470343351364	1000	419000	-14.555425443124365	-124.7260824901781	419	419000
418	25761.84465622902	1000	420000	-14.555425443124365	-279.18430879065727	420	420000
419	25822.179369926453	1000	421000	-14.555425443124365	-135.59531094106873	421	421000
420	25882.49026632309	1000	422000	-14.555425443124365	-192.27282996680358	422	422000
421	25942.775763511658	1000	423000	-14.555425443124365	-187.42384866313887	423	423000
422	26003.144308805466	1000	424000	-14.555425443124365	-186.86656828491772	424	424000
423	26063.442671775818	1000	425000	-14.555425443124365	-52.3315436259848	425	425000
424	26123.795377731323	1000	426000	-14.555425443124365	-33.01411849348945	426	426000
425	26184.129648447037	1000	427000	-14.555425443124365	-207.11816652003174	427	427000
426	26244.539526462555	1000	428000	-14.555425443124365	-203.3841096707888	428	428000
427	26304.789551734924	1000	429000	-14.555425443124365	-105.26352923598097	429	429000
428	26365.30415225029	1000	430000	-14.555425443124365	-287.35832143266896	430	430000
429	26425.66569018364	1000	431000	-14.555425443124365	-259.056847662171	431	431000
430	26485.89184498787	1000	432000	-14.555425443124365	-250.21908256056813	432	432000
431	26546.234266519547	1000	433000	-14.555425443124365	-51.419671455313114	433	433000
432	26606.57387971878	1000	434000	-14.555425443124365	-381.25892757218696	434	434000
433	26666.827790498734	1000	435000	-14.555425443124365	-226.69819117101395	435	435000
434	26727.211201667786	1000	436000	-14.555425443124365	-168.69221540997935	436	436000
435	26787.528890132904	1000	437000	-14.555425443124365	-168.1575486595995	437	437000
436	26847.781509160995	1000	438000	-14.555425443124365	-267.71674032096234	438	438000
437	26908.062373638153	1000	439000	-14.555425443124365	-207.0879669500369	439	439000
438	26968.46597146988	1000	440000	-14.555425443124365	-283.89598164976803	440	440000
439	27028.707962989807	1000	441000	-14.555425443124365	-194.51661711565993	441	441000
440	27089.012382507324	1000	442000	-14.555425443124365	-135.61167559741702	442	442000
441	27149.385303258896	1000	443000	-14.555425443124365	-158.4075565592862	443	443000
442	27209.693418979645	1000	444000	-14.555425443124365	-187.6683475525383	444	444000
443	27270.055037498474	1000	445000	-14.555425443124365	-235.97641301541026	445	445000
444	27330.341391324997	1000	446000	-14.555425443124365	-279.1021803012941	446	446000
445	27390.566777944565	1000	447000	-14.555425443124365	-137.63794311847022	447	447000
446	27450.818529367447	1000	448000	-14.555425443124365	-101.79378954701755	448	448000
447	27511.081584692	1000	449000	-14.555425443124365	-136.42075509779772	449	449000
448	27571.370113372803	1000	450000	-14.555425443124365	-267.55474724445537	450	450000
449	27631.62858223915	1000	451000	-14.555425443124365	-163.3291744230539	451	451000
450	27691.97047519684	1000	452000	-14.555425443124365	-272.8071372425056	452	452000
451	27752.27588367462	1000	453000	-14.555425443124365	-221.34301897563685	453	453000
452	27812.553731918335	1000	454000	-14.555425443124365	-210.9182030176416	454	454000
453	27872.92359161377	1000	455000	-14.555425443124365	-197.2251539384039	455	455000
454	27933.18491101265	1000	456000	-14.555425443124365	-204.32924299294055	456	456000
455	27993.53829550743	1000	457000	-14.555425443124365	-111.54343607610328	457	457000
456	28053.89230108261	1000	458000	-14.555425443124365	-136.9188860164522	458	458000
457	28114.303917884827	1000	459000	-14.555425443124365	-296.04529948327746	459	459000
458	28174.581374406815	1000	460000	-14.555425443124365	-264.44297563696256	460	460000
459	28234.921439170837	1000	461000	-14.555425443124365	-170.10932738351994	461	461000
460	28295.29868888855	1000	462000	-14.555425443124365	-206.16959889977744	462	462000
461	28355.570707321167	1000	463000	-14.555425443124365	-308.935507185081	463	463000
462	28415.92048931122	1000	464000	-14.555425443124365	-237.6545328780099	464	464000
463	28476.38668870926	1000	465000	-14.555425443124365	-187.74524711061102	465	465000
464	28536.71742296219	1000	466000	-14.555425443124365	-303.97855809369645	466	466000
465	28597.04212665558	1000	467000	-14.555425443124365	-173.64278343788862	467	467000
466	28657.41523051262	1000	468000	-14.555425443124365	-264.2411495162623	468	468000
467	28717.666091442108	1000	469000	-14.555425443124365	-305.98211395143306	469	469000
468	28778.022691726685	1000	470000	-14.555425443124365	-147.09190049237273	470	470000
469	28838.385462284088	1000	471000	-14.555425443124365	-333.52681861828006	471	471000
470	28898.62495326996	1000	472000	-14.555425443124365	-276.0709359804098	472	472000
471	28958.994934797287	1000	473000	-14.555425443124365	-256.45576983625347	473	473000
472	29019.35087966919	1000	474000	-14.555425443124365	-127.23108014528714	474	474000
473	29079.631866693497	1000	475000	-14.555425443124365	-354.14062013483647	475	475000
474	29139.958074569702	1000	476000	-14.555425443124365	-111.6146657016632	476	476000
475	29200.370324373245	1000	477000	-14.555425443124365	-309.9506869775043	477	477000
476	29260.62358355522	1000	478000	-14.555425443124365	-190.15877006717488	478	478000
477	29320.931554317474	1000	479000	-14.555425443124365	-255.28921462983067	479	479000
478	29381.529516220093	1000	480000	-14.555425443124365	-160.71559039867017	480	480000
479	29441.819210529327	1000	481000	-14.555425443124365	-254.2310344416645	481	481000
480	29502.186294078827	1000	482000	-14.555425443124365	-300.0725396111553	482	482000
481	29562.46929001808	1000	483000	-14.555425443124365	-231.93664497993478	483	483000
482	29623.580988645554	1000	484000	-14.555425443124365	-247.36716116041148	484	484000
483	29683.979556798935	1000	485000	-14.555425443124365	-353.5564425136401	485	485000
484	29744.381863594055	1000	486000	-14.555425443124365	-389.54847887142904	486	486000
485	29804.650016784668	1000	487000	-14.555425443124365	-298.44443363874325	487	487000
486	29864.973091363907	1000	488000	-14.555425443124365	-246.01259334767704	488	488000
487	29925.35741353035	1000	489000	-14.555425443124365	-201.71320231008633	489	489000
488	29985.99517273903	1000	490000	-14.555425443124365	-232.92432628655783	490	490000
489	30046.601664066315	1000	491000	-14.555425443124365	-183.6210115734581	491	491000
490	30107.02316713333	1000	492000	-14.555425443124365	-402.25817050905795	492	492000
491	30167.789142608643	1000	493000	-14.555425443124365	-202.33251099239743	493	493000
492	30228.19446158409	1000	494000	-14.555425443124365	-241.8860277913015	494	494000
493	30288.63619160652	1000	495000	-14.555425443124365	-245.3307970006083	495	495000
494	30349.072620153427	1000	496000	-14.555425443124365	-319.2799143711928	496	496000
495	30409.502477645874	1000	497000	-14.555425443124365	-302.8914863884512	497	497000
496	30469.823794841766	1000	498000	-14.555425443124365	-229.17608870544908	498	498000
497	30530.213438987732	1000	499000	-14.555425443124365	-358.55052518700614	499	499000
498	30590.511156082153	1000	500000	-14.555425443124365	-164.51697189620623	500	500000
499	30651.006060361862	1000	501000	-14.555425443124365	-162.47906898544676	501	501000
