train-PolicyExecTime,train-MaxReturn,Time-Optimization,Time-Sampling,train-NumTrajs,ItrTime,Time,train-EnvExecTime,Time-SampleProc,train-MinReturn,LossAfter,train-StdReturn,Itr,n_timesteps,train-AverageReturn,LossBefore,train-AverageDiscountedReturn
13.85476803779602,13.16026270270626,0.23299741744995117,16.83018159866333,100,17.072178602218628,1075.4123086929321,2.7079570293426514,0.00790262222290039,-165.3873075347233,-14.154339,37.56075845354268,63,640000,-54.711920013327784,-0.019587792,-34.8911334891478
14.150049924850464,96.52879186100049,0.2520008087158203,17.208439826965332,100,17.4694402217865,1092.8937485218048,2.7635252475738525,0.007999181747436523,-186.8060195766551,-4.2686205,37.85428836518998,64,650000,-66.96804305633734,-0.014848193,-44.71827284077276
14.197125434875488,85.20350465137581,0.24799847602844238,17.285152196884155,100,17.541151523590088,1110.4488997459412,2.831778049468994,0.008000850677490234,-200.03650535804073,-3.1777163,40.91339053722383,65,660000,-69.20396568832294,-0.01867224,-45.763730482138136
14.185787916183472,36.89188930362925,0.22997641563415527,17.30635166168213,100,17.544328689575195,1128.0062301158905,2.8375062942504883,0.006999969482421875,-148.6981051145664,-2.9113781,23.85769290901684,66,670000,-62.97756602773978,0.018387621,-41.19972825090518
13.309081077575684,13.658226995824837,0.22354912757873535,16.124676942825317,100,16.356197118759155,1144.375426530838,2.567542791366577,0.007971048355102539,-206.60686678688734,-3.0662923,23.136796894257195,67,680000,-58.21287204153937,0.0023553711,-37.6633342070369
13.43712568283081,45.360892443377885,0.23999381065368652,16.039453506469727,100,16.287446975708008,1160.675873041153,2.3510782718658447,0.006990909576416016,-210.02516691933747,-5.8179564,30.64892030600722,68,690000,-59.9967654068298,0.0023911132,-39.63675484955311
14.421090841293335,21.179245852217072,0.23972201347351074,17.445403814315796,100,17.69415807723999,1178.382030248642,2.7352371215820312,0.00803232192993164,-152.44101159430494,-9.942432,22.745828458665375,69,700000,-60.15297821973318,0.02002164,-39.65308631880457
14.297948598861694,76.76431880490202,0.24848699569702148,17.403030157089233,100,17.65954899787903,1196.0545794963837,2.8193953037261963,0.008031845092773438,-209.84680169180456,-17.466417,43.66813464545234,70,710000,-70.47349726776649,0.012187891,-47.193751291838396
13.47030520439148,29.785796396843583,0.2649657726287842,16.249593257904053,100,16.52255415916443,1212.5901339054108,2.4752583503723145,0.00696253776550293,-194.93578177784897,-18.481634,35.48584230499026,71,720000,-65.96528495222316,0.0048317243,-45.08911197196769
13.531734228134155,34.76542135151218,0.2369680404663086,16.42661476135254,100,16.672580003738403,1229.2747130393982,2.640075445175171,0.007996082305908203,-156.5193218702497,-36.26032,32.433620513590114,72,730000,-74.91347862869925,0.0093521485,-51.39892107423909
13.378601551055908,-7.333852279317959,0.24423480033874512,16.30968713760376,100,16.560901165008545,1245.8476140499115,2.678659677505493,0.006979227066040039,-165.0132588731357,-144.63756,32.08324903589693,73,740000,-76.92148967117114,0.0022060424,-52.57181228719592
13.952399730682373,17.871773787177183,0.24896860122680664,16.77004075050354,100,17.02701210975647,1262.89062166214,2.543593168258667,0.008002758026123047,-202.90152447846054,-74.86153,41.45930713020662,74,750000,-76.31189027344566,-0.0058668456,-51.2004718036226
13.50817322731018,118.26163273276025,0.2629983425140381,16.337970495224,100,16.608969688415527,1279.5125908851624,2.5819180011749268,0.008000850677490234,-205.3875529086222,-90.32212,44.83056088844313,75,760000,-73.17802536680601,-0.00081271975,-46.31026088386615
14.082463026046753,72.88439127047789,0.27700304985046387,17.07509994506836,100,17.36010241508484,1296.8856937885284,2.7294445037841797,0.007999420166015625,-162.369314041342,-97.81746,37.77771263692539,76,770000,-52.30355629618848,0.02147815,-31.2416003628857
13.578968286514282,64.03434363127926,0.2371053695678711,16.440382719039917,100,16.68549680709839,1313.587188243866,2.615178346633911,0.008008718490600586,-123.08004917816035,-206.7921,34.198394219825865,77,780000,-48.469465656506166,0.024775397,-27.676775633718464
13.71224045753479,38.0589987858104,0.2389676570892334,16.573474407196045,100,16.820470571517944,1330.42071890831,2.5975401401519775,0.008028507232666016,-132.6249671569275,-153.29703,31.529783458581665,78,790000,-48.21774212230408,0.0050019044,-28.0713840995259
